score	sentiment	split	text
3	neg	train	"1. French restaurant; great fun talking to ""George"" (owner); excellent wine and service. Recommend sea scallops. Review submitted by: KM Helton 2. This was a repeat visit for a couple of us. Expensive for a family - ($20-28 average for the main meal; salads additional up to $7-8 each) and the food is just ""o.k."" It's nice to have occasion to use a bit of the French language with the owner (George). Even tho' they travel to France every year, we all think George needs to visit Disney's Epcot Center French restaurant to pick up some new menu ideas. We recently visited Disney's French restaurant and the food was excellent there, as well as reasonably priced. The cheese plate here was nice. Salad with brie is very good, also, but again, very pricey since salads aren't included with the meal and are an expensive addition to an already expensive meal. One of our party had a steak with the red sauce on one visit and didn't care for the sauce at all, nor for a dish that was kind of no more than a beef stew. The scallop dish we had previously here was good, but when we returned, the menu had changed and it was removed. ! Surprising, since it seemed to be the best dish on the entire menu. Don's Pomeroy in Cleveland also makes a better creme brulee. George -we like you, but if you're reading this, take notes and improve your menu! Review submitted by: Janet P.K."
2	neg	train	After eating at this restaurant a couple times, it seems that the food and service combination will never get better. Friends have eaten here and enjoyed it, but I will never attempt it again. I had prime rib and it was cold and really fatty. The baked potato was not done completely and the service was slow on requests. They did redo the prime rib and it came back even worse. If you eat here I recommend just getting the salad bar, which is good!
2	neg	train	"The Evergreen is a Chinese buffet that offers a $5.99 lunch buffet on weekdays.While this might sound like a good deal,we must warn you that this restaurant has problems with both their food and their service.As far as the food is concerned,pretty much everything was extremely greasy and lacking in any redeeming values such as flavor or quality of ingredients.The General's chicken had potential,but their burning of the sauteed chicken ruined the flavor of it's fairly good sauce.The shrimp in hot spicy sauce should have more truthfully been called ""shrimp ala Heinz ketchup"".The fried noodles were stale and rancid.Sadly,the best tasting item was the pre-packaged fortune cookie. As far as the service was concerned,the waitress was very attentive.Unfortunately she was not very professional.She offered to get me more water and took my glass.She then went on to the next table and asked the customer there if he also wanted more water.As she took his glass I became concerned about how she was going to know which glass was mine!I was VERY relieved when she dropped both glasses on the floor and brought everyone a new one! At one point when she was taking some used plates from our table the waitress actually placed a stack of dirty dishes piled high with mussel shells on our table over my silverware!She definitely needs some training! The restaurant was neat and clean,but their seats were too short for their tables.My face was way too close to the table,and I am 6 feet tall.A shorter person would be in real trouble!"
1	neg	train	Pretties view of Destin Harbor. If you are only going for drinks. Shrimp Creole used frozen mini salad shrimp. Not acceptable in a town known for its fresh seafood.
3	neg	train	Ok here is my only complaint, I was raised on Philadelphia Cheesesteak's so I think that makes me kinda like a Philly cheesesteak expert, there are so many restaurants who claim to have the Philadelphia Cheese Steak and some do. Max's opera Cafe is not one of them...For the record, you do not use mozzarella cheese on a philadelphia cheese steak! You also should use Amoroso brand rolls not French rolls. Now I know your restaurant says on the door, critics not welcome but who reads signs. Over all you have an excellent restaurant although I still can't understand why you have the letter V on all your chairs when you restaurant is named Max's Opera cafe. If you plan to try out Max's the food and the service is great just don't be fooled by the cheesesteak ... that is NOT a Philly Cheese Steak.
1	neg	train	This is a bad apple in an otherwise great chain. I have been treated rudely in the past at this location, and recently was treated in a very unprofessional manner by the restaurant's general manager. The food is okay and the recently remodeled restaurant is beautiful. However the employees seem to suffer from a lack of morale and what seems to be absenteeism on the part of management. There seems to be a high turnover of employees, but it seems that none of them are shown how to be polite to customers. There is a lack of common courtesy and respect towards the customer. When I told the manager that I had been unhappy with his restaurant on several occasions, he didn't apologize but offered excuses. He had the attitude that I wanted something for free and that customer feedback to management was not welcome. It seemed our conversation was more of a headache and annoyance than anything else.
3	neg	train	"The view was the best thing here. The seafood was about average, at most. I had broiled scallops (which were a bit overdone) and my wife had crab cakes. She has tried these at many restaurants and this one was not impressive at all to her. Each entree came with a potato of choice and a salad bar visit. The prices were high for the caliber of food here. I am guessing this is due to it being one of just a few restaurants on the ""main drag"" into town."
1	neg	train	-Rude Host -Rude Waitress -45 minute wait for food -Cold soup -Dry/Hard bread on sandwich -No refill on water -Waitress forgot 3 things we asked for -Overcharged -Absolutely horrible vacation experience!!!!!!!!!!!!!!!!!!!!!!!
3	neg	train	Wonderful choppped salad, love the filet and creamed spinach. Best sour apple martini as well. We had a wonderful experience!
2	neg	train	Food is great but we've had several bad experiences with the waiters. We even had the manager chew us out when we tried to return an appetizer that the waitress had gotten wrong. We had told them we would spend extra money to add something to the dish and when we got it, it had not been done so we tried to have them fix it. The manager accused us of trying to get free appetizers. All we wanted them to do was fix it. Another time we had a waiter tell us to hurry up because his shift was almost over and he wanted to leave. We had just gotten our food. Terrible service.
1	neg	train	"Worst restaurant I've been to in my 30+ years..The Puritan in manchester, NH is by far the worst I've visited. I visited their online site and found their prices to be a little higher than the other restaurants in the area like the 99 and such. Unfortunately you don't get what you pay for. Puritan does not allow reservations on Fridays and will only allow reservations for 5 or more during the other weeks days, so much for a romantic evening with a loved one. But I thought, hey the place is always packed and must be worth the wait. Unfortunatley the wait was quite long as the waiting room was always full on Fridays. I decided to try take-out instead. I ordered a clam roll and a ""bison"" burger. On the menu is says the Clam roll(9.95) comes with a kosher and fries. We received the clam roll, maybe 6 clams on the bread, the kosher dried out and a small bag of potato chips, interesting. The ""bison"" burger is not the only burger on the menu as they list a texas burger with the same toppings added. The ""bison"" burger is 5.95, a dollar more than the texan burger with the same toppings. One would assume that the bison burger is bigger than the texan because of the additional cost, so I ordered the ""bison"" burger assuming I'd get a big burger. Additionally the burgers come with lettuce,tomato,onion and mayo, plus the usual kosher and fries. I also ordered the extra toppings of bacon and cheese, an extra $1.20. Total burger cost was 7.15 before tax. What I received was not what I had ordered. I got a burger bun, a small black patty the size of a mcdonalds hamburger with a see through slice of cheese, fries smaller than a mcdonalds small fry and a dried out kosher. You'll take note I did not mention I received any toppings besides the cheese. Besides that, both meals were very cold 20 minutes after ordering as it was sitting in a stack of other take-out meals against a wall near the icecream bin. I tried to eat the burger, but had to rip it in half with both hands to get to the softer dried out parts. I gave up and through it out."
3	neg	train	Unbelievable food. This is a quick service place but when you eat you could swear you are at fine dining. Super busy...I guess the locals appreciate their good fortune. Highly recommended !
1	neg	train	Are you kidding me? The chili is weak and watered down, and is served on top of a plate of pasta that is cooked to within a minute of it giving up any texture. Throw some cheese on top and you've got a meal fit for a death row inmate.
1	neg	train	we ordered crabcakes the crab must have swam through it. very little crab alot of stuffing. Ordered baked stuffed shrimp dried out and burnt. My girlfriend ordered blacked sirloin it was not sirloin another cut of meat maybe chuck. Spoke to the manager Becky Murlck she said I could have sent it back. And wait another hour. I don't think so. I have been in food management for years and I believe that the way in which she handled it was less than appopriate. She seemed to have no customer service experience. I was very disopointed with the experience and felt that I don't want to go back and experience the same thing. I have been going for years and its just a disappointment. Thank you Gail Stanley 2B5 1 Hoskins Crossing Simsbury Ct 06070
1	neg	train	"I sat down with my plate and bit into a raw chicken liver and blood gushed out of my mouth. It sickened me and my family who saw this. I told the waitress who was concerned and she told the manager ""Jeff"" who sat eating his dinner three tables over. We waited for him to finish up and come over but finally decided that he didn't intend to. We got up to the register where we promptly asked for a refund and he finally came up there. He said that he would refund my part but not the rest of the group, because we had been there thirty min. I said yes waiting for you to handle this. Even my small daughter told him they didn't eat off their plate after that. He was rude and unconcerned. We left disgusted."
3	neg	train	Not bad. Nothing special. Sandwhiches get the job done, but don't jump out at you. Pizza's pretty good as well.
1	neg	train	This was really a great place to eat in 2004, and we've gone there many times and suggested many friends to do so. Suddenly, since the beginning of this year, the experience is very different - apparently the staff is new and very likely the chef who prepared us so many delicious meals is well gone.... Is it possible that some owners put a good chef to build the clientele of a new restaurant, then when it's done he's replaced by a 2nd zone crew? That was exactly our feeling there today. Since we had had such a good time in the past and don't give up easily on good habits, we decided to give Krung Thai a second chance today after a first very mediocre meal and service a couple of weeks ago - we know now that the good times are over, won't spend one more dime in this place.
3	neg	train	Excellent Breakfast in a historic storefront. Frequented by many of the local college community.
1	neg	train	One of the very worst experiences I ever had in a restaurant. Service was awful. People at the next table left because their food was so bad. Another couple left because they waited 20 minutes to get served. We were never asked if we wanted wine, nor were we told if there were any specials.
3	neg	train	"The atmosphere was wonderful. A little river with a rock bridge to walk over. Comfortable seating, trees, fans all over the place.. The food was very good and there was a sufficient amount. The drinks were yummy. There was a good selection of both. Prices were reasonable. The service however sucked. The waitress bragged about being the best server in the house, yet couldn't bring our drinks promptly, forgot that we had ordered water and messed up my order causing me to wait until what I really wanted was prepared. The other two at my table had finished their dinners by the time they finally brought it out. They offered us one free dessert due to the mix up, however by the time we got to that part no one was hungry, nor wanted to wait for another 15 minutes before she came back to say, ""oh they didn't bring it to you yet?"""
2	neg	train	El Fandango is a novel restaraunt for the tourist, but as for its ability to stand out among the mexican eateries of San Diego, it is sorely lacking in creativity, atmosphere, and uniqueness. I ordered the steak and shrimp combination plate. The steak (carne asada) was frightfully ordinary. The rice and beans were normal, and the three shrimp were plump, but not fabulous. The friend with whom I ate was only minimally impressed with her chicken fajita. It lacked in flavor and was terribly oily and greasy. Service was moderate in its speed. The outdoor seating is uncomfortable and noisy. The prices may seem managable to the tourist, but any San Diegan would agree that El Fandango's $10-$15 menu should be a $7-$10 menu.
2	neg	train	We thought the food was oily and too salty. Our waiter did a terrible job opening our wine. There was lipstick on the glass and cork in our wine. The place had bad acoustics. We sat in a corner where they used a spaceheater to warm us.
1	neg	train	Hard to get service, and once you got service it was really bad. They were very rude. Complaining to the manager does not do any good either. Food was served cold and not accurate. Review submitted by:
1	neg	train	The Hambergurs were realy good if you like Blue cheese. My grandother wanted a Hamberger without Blue cheese. Because she gets sick from it. We were suprised they did not offer any other burgers without it. And when she asked they Ruidly replyed, we only serve burgers with blue cheese on it. And we asked again if she could have it without it. And then the waitress said you should not have come here this is how we serve it and then walked away. I asked for the manager who was more plesent. But said we do great serving our burgers with blue cheese and if we wanted to get my grandmother a hamberger we should try another resturant. O.K I see that they have the burgers there way. But this was just a huge waist of time, waiting for the table and the arougant service. I wonder about people these days. How they follow the crowds. And that they will put up with people being nasty to them to be at a in place. Makeing the customer happy does not apply to Father's Office. They should never talk that way to 82 year old people.
3	neg	train	"Small, seafood restaurant and raw bar just off the ""strip"" in Myrtle Beach. Raw and steamed shellfish highlight the menu. Unfortunately, only one broiled entree is available--- the rest is fried."
3	neg	train	"A very nicely appointed Mexican restaurant. Unfortunately for me, there are freshly chopped onions on EVERYTHING!!!!! The Chicken Tortilla soup should be called ""Garlic Flavored Broth with a Huge Chunk of Avocado"". Everyone else appeared to be having a nice time--- not my cup of tea. Did I mention that the Margarita was like a lemon flavored water!?"
1	neg	train	hoprrible, just horrible
3	neg	train	Just a chain. Everyone konws the eye candy is great, but the food is just average. You can find better in Peoria
1	neg	train	Bad service. Had to get our own drinks. Had to go to the front and ask for check. Asked for things such as butter and they were never brought to the table. Food was cold probably due to the fact that food was brought 40 mins after ordering. When we complained to management, the manager did not care if we came back or not. Poor poor service.
2	neg	train	The person that wrote the first reveiw was a member of their staff. I am from Ocean Isle Beach and this I was by far one of the worst restaurants to dine at and one of the worst bars to hang out at in the area. Ihe owner was clueless and I guess that trickled down to his staff and the service reflected just that. Ihe food was average, but you could get the same dishes almost anywere else on in the area for much cheaper and be treated much better by the staff.
3	neg	train	More Irish/American, but still pretty darn good. The best thing about this place is the atmosphere. The kitchen's open late and the place is usually hopping.
1	neg	train	This was the worst resturant experience we have ever had. From the minute our group sat down the waitress was rude to us. She took our drink and appetizer order and brought them to us about 15 minutes later and began to walk off. Since we still had not ordered our meal we asked if we could go ahead and pur our order in, to which she replied she was going to wait for us to finish our appetizer. She walked off and helped a couple other tables before coming back to take our food order. An HOUR later everone around us that had arrived after we did, had been served and some had even paid and left. When we were finally able to get our waitress back to our table we simply asked her if our food would be out soon. In the middle of us asking her, she turned around and stormed off slamming a tray down on a table a short ways off. We finally had to find a manger and cancel our order. We left and will never go back.
2	neg	train	This warm, welcoming restaurant is tucked away in a leafy bough off Hwy 321 in beautiful Blowing Rock, NC. The bar is friendly and efficient - a good place to relax while waiting (short time) for a table. Lots of regulars are a sure sign of customer satisfaction. Service was good and the food better than expected. The duck was terrific; crisp and flavorful. Our party enjoyed the experience and would heartily recommend this spot over some others in town that seem to be better known. Go and enjoy!
3	neg	train	My wife and I have eaten here twice. It is on the East side of town approx 5 Mi. south of Nellis Air Force Base. We always get the Wor Wonton which is very big($7.95). The Chicken fried rice is good too. This Thai restaurant is very quiet if you get there close to closing time which is 10pm.
2	neg	train	The food was good, the service was horrible. My husband and I couldn't understand why we had to wait 30 mins for refills and why people we coming and going before we were even served our food. In all we were not happy.
2	neg	train	My husband, his parents & I visited Snapper's Waterfront Saloon & Restaurant on Monday, December 22 around 5 pm. When we arrived we waited for approx 10 minutes to be seated. Two servers ignored us and another 2 passed us off to other employees. It took 20 minutes for a server to take our drink order and another 15 to take our dinner order. While he wrote everything down, two of our orders came out wrong. We also never received our salads. Actually, when we reminded him he brought them well after we had started on our entrees. At the end of the meal, we expressed our concerns about the service to the manager. He appeared to be drunk and was indifferent. While, the location and setting are beautiful, that cannot make up for the horrible service.
3	neg	train	"Food in airports has gotten better over the years but is still not expected to be the best so Lefty's Grill obliged us on its hamburgers. Lefty's Grill is a bar and grill on United's B concourse at the Denver Airport(DEN).It's split in half with a non-bar side and a bar side. The bar side has the TVs. My wife thought her hamburger was good (""you can see and taste it"") but I thought it was OK(see House of Blues,Orlando). Bratwurst and various grill chickens are the other choices(I'll try one of them next time). Fries were sliced like potato chips and had some kind of tasty Cajun flavor but eat fast before they get cold. Lefty's is decorated with large B&W pictures of the Rocky Mtns and people enjoying the Rocky Mtns. I thought they worked but I like large B&W photos. Tables along the windows with a tarmac view are high 2 seater's. Service was adequate on the family side- better on the bar side."
2	neg	train	"Ordered the Snapper, it was WAY overcooked. The waiter offered to comp the desert, but when the bill arrived ""he forgot"". There are too many good restaurants on the island to risk getting a bad meal at this establishment."
2	neg	train	After being stuck in a horrible traffic jam and missing a boat in the Newport Christmas Parade, we decided to find a nearby restaurant and treat ourselves to a wonderful dinner. The folks at Restaurant Aubergine were packed, and they suggested Le Quai as being on par with their cuisine. We found a charming, small place, so dimly lit by candlelight that we coudln't read the menus. Our waiter gave us the briefest details about the specials and then tried to push a $175 bottle of wine on us. Prices were excessive for the quality and artfullness of the food. There is a difference between crass and class and this place definitely landed in the former. After a $36 3 oz slipper tail appetizer and a $15 gorgonzola/walnut salad that was mediocre and over-dressed, we had two flavorful main courses - the lamb chops and a chilean seabass, each hovering at the $28 mark. After two $7.50 cups of coffee (no refills) and a passable cobbler for dessert, we were handed a bill for over $125, which included two $10 split plate charges, tacky at best. The service was arrogant and patronizing, the prices extreme and the food was certainly not worth a second visit.
3	neg	train	service was not as expected. yes they were good looking, but need to improve. the food took forever to come out, was not hungry anymore by that time. did not get any apology from the management. would not recommend friends to go.
2	neg	train	All I can say is that the night was soured by our blonde server. She was very uptight and seemed angry all night. The food was alright, nothing to rave about. The martini's were good. Overall I would give them another chance but the service needs to improve.
2	neg	train	"One should be wary of all-you-can-eat experiences offered at bargain prices. Clearly, if a restaurant is offering too much for too little, in order to show a profit, something needs to be sacrificed - and usually it's the quality of the food. There are a bountiful number of choices here, a few of them actually edible, but for the most part the cuisine borders on the disastrous. You can't go wrong if you stick to the salad bar, where everything is fresh. It's the hot buffet selections that are the kitchen's downfall. Salt appears to be the only seasoning in use here, and there's far too much of it in everything. The pink meat warned us that the roast chicken was dangerously undercooked, whereas the bourbon chicken was burnt and tough. Meatloaf contained more bread filler than it did meat. The pot roast was fatty, overdone, too dry, and tasteless. French fries were perfect, but mashed potatoes needed to be doctored quite a bit. Pizza was underbaked, leaving the dough white and chewy. Television ads promise steaks 1"" thick, but you didn't need a ruler to see this claim is way off the mark. Steaks are precooked, then thrown on the grill to heat up, making rare impossible and medium rare unlikely. The fried onions offered with them were done well, but the mushrooms tasted boiled rather than sauteed. Soups were weak and flavorless. Desserts are plentiful and, for the most part, very good - just avoid the soft serve ""ice cream,"" which had a peculiar texture and taste. A nearby server was attentive to all her tables, but we had to request clean plates and drink refills several times before ours responded. The noise level is very high at peak dining times, and negotiating your way between tables and through the various food lines can be treacherous in a crowd. We had been here once before for Sunday brunch and had returned based on how pleased we had been with our meal, but obviously they do eggs far better than anything more ambitious. This is clearly a place popular with families and senior citizens on fixed incomes, but those who are seeking a decent meal and can afford higher prices definitely are advised to eat elsewhere."
2	neg	train	"If you're looking for good, authentic Chinese food DON'T head to Fun Lum Restaurant in Campbell California. My boyfriend and I went there last night & we were thoroughly disappointed. The exterior of the restaurant looks pretty nice, so we were expecting good food. Unfortunately,the food was overpriced and not at all appetizing. The potstickers were burnt on the outside - it was obvious the oil they used was too hot- as the outside dough that wasn't burnt was white & raw. The chow mein noodles were overcooked, stuck together and not seasoned well. The salt baked shrimp wasn't bad, but it was nothing to write home about. Also, steer clear of the Mushu Pork - the only flavor it had was salty and there was too much of that. Plus the ""pancakes"" for the Mushu were so dry they broke apart. What a disappointment. This place is like fast-food Chinese, but even then, I've had better for less $$. The food was not at all authentic. Being this close to San Francisco which has tons of great Chinese restaurants, I expected more."
1	neg	train	"This was one of the worst dinner I have ever had. There were six of us and two of the party ordered Veal Rissoto. When it came, one it smelled terrible and two it was impossible to eat. We all tried a sample and it was inedible for all of us. It wasn't even true rissoto. It was just plain rice. I had what they called swordfish. It was dry and about 3/8"" thick which probably explains the dryness. When the waitress came and asked at the END of the dinner how it was, and we complained about the Veal Rissoto, all she said was ""you either love it or you hate it"". Maybe she should have said that sooner? Like when we ordered it? I am doing my best to tell any and all that will listen to NEVER EVER go there. I hope I am successful and drive them out of business!"
2	neg	train	Out of 4 of us that went we all agreed that the food was just ok but definitely over priced. The atmosphere is unique and pleasant. We had to wait 1 hour for a table and it was not worth it at all.
1	neg	train	Staff was pushy and RUDE! Food was not that great. Steak was mostly fat!
1	neg	train	"The Coral Grill has been a landmark of the Florida Key's since the early 60's, known for it's huge, fresh and bountiful seafood buffet; it was very popular with locals and vacationers alike. Over the years the management / owners had switched hands several times and unfortunately every time there was a changing of the guard the quality of the food and service suffered. The Coral Grill was untimely the final owners drove the restaurant to the ground which lead to the closing of it's doors. For several years one would drive by and see the huge ""Coral Grill"" sign wishing that it would re-open. Then unexpectedly there was activity within the building and to our surprise the restaurant re-opened with a fourth installment of new management. We had hoped that the extended years of hibernation of the Coral Grill meant that perhaps someone who remember what the Coral Grill used to be famous for and perhaps would once again bring this ""world famous"" restaurant back to it's original grandeur. We decided to give her a try Unfortunately the Coral Grill is only but a miniscule representation of it's former self. Yes, the buffet is back but in a very, very small scale. The upstairs dinning room is still closed and the limited buffet is now in a room where ""lunch"" used to be served. Very depressing for those who used to wait an hour or more for a table to be rewarded for waiting by mountains of fresh seafood, mouth watering prime rib and a desert selection to die for. There were no lines and we got a seat immediately, which should have been a warning of what was to come. A rather attractive blond haired woman served us, however her attitude and customer service skills needed some major improvement. She acted as if we were bothering her, even more surprising when we noticed that the dining room was filled to about a fourth of it's capacity. The food, although of very limited quantity, was not bad. The prime rib was very tasty and the crab legs appeared fresh. Other items seemed picked over; the soups were watery and needed some more seasoning. Crab cakes, one of their specialties of days old, were not even close to what we remember. Salad bar was out of greens and the desert bar was populated with small pieces of some cake like substance, jello and what looked like ambrosia salad. If the price was about half of what we paid, I would have considered the meal almost expectable. But for what the Coral Grill is currently charging per person, there are far better seafood buffets, one of them is right across the street at the Whale Harbor Inn. It's a shame that the new owners seemed to think that people will flock to the restaurant based on it's name alone. What they failed to realize that people remember the food, the quantity and the quality, that's what brings them back. From the empty dinning room it's easy to understand that many people in the Florida Keys are aware that the days of the old Coral Grill are long gone."
3	neg	train	"We have not visited a Sizzler restaurant in nearly 10 years due to the fact that most of those that were located in our area no longer exist. We visited this surviving location in White Plains,New York looking forward to the huge salad bar/hot foods bar that we remembered from past visits to this location and others. Sadly,this Sizzler is not at all like we remembered it to be.The salad bar is approximately 75% smaller than it used to be and most of the items offered on it were very disappointing,to say the least. The taco meat(?) was a totally unidentifiable mess! The only memorable items on the salad bar were the New England Clam Chowder which was pretty decent,and the corn fritters. Our entrees were fairly good. My wife had and enjoyed their Malibu Chicken which consisted of breaded chicken breast pieces stuffed with ham and cheese. I had the grilled chicken breast with Fettucini Alfredo which was pretty good except for the fettucini being a bit too ""al dente"" for my taste. Unfortunately Sizzler is just not as good as we remember.We may give this restaurant another try if we are ever in the area again,but it is definitely not worth going out of one's way to visit!"
1	neg	train	We didn't enjoy it.
2	neg	train	The birthday party was intended to be a pleasant experience.....not an event in which our party felt like we should squeegie windows in order to eat there. The party started off with a rude confirmation on the reservation. The hostess was rude and was not hospitable to our requests. I do not understand why we should be required to order a 35 dollar set menu for our party when we made it clear that some of our party were only joining us so a drink. They finally agreed to let us order a la carte. We started off with some satays.....we should have started off with our bill. The satays had as much meat on them as you whould get from one McDonalds french fry. The remaining appetizers were ok..just stay away from the crab and scallop starter. For fourteen dollars you would expect a hell of alot more than the 2 oz of crab and the 2 mini scallops that we got. Our entrees were over done and my Venison came with a potato hash that more resembled McCain Fries. The entrees were not creative and I felt like I was on an airplane when I received them. What a rip off!! Happy birthday to my friend? More like happy birthday to Glowbal who got the best present of the evening...OUR MONEY!!!!
3	neg	train	The Shoreline Buffet is a newly opened Chinese style buffet restaurant located on the Post Road in Branford, Connecticut.The dining room is very attractive,but the floor is so highly polished that it was like walking on ice!We were wearing sneakers and still nearly fell several times!Their dinner buffet for $12.99 is about $3.00 to $4.00 more expensive than most other such restaurants in the general area and is definitely not worth paying extra for!The crab rangoon,which is one of my favorite dishes,had a strange,almost chemical flavor.Most of the other dishes were composed of basically the same ingredients with very little difference between them.Spices and flavorings were severely lacking.They did have a fairly decent carved roast beef and the chilled shrimp were large and properly cooked.The only thing about the chilled shrimp that concerned me was that the raw bar was located directly behind them resulting in juices from the raw shellfish dripping on the shrimp whenever a patron served themselves shellfish.There are many better and less expensive dining options in this area.If they were to drop their price by $4.00,strip a few layers of wax off their floor and add some more variety and seasonings to their food,they might be worth trying!
3	neg	train	True Italian food. If your looking for Americanized Italian food, try someplace else. This place is the real deal. Really fancy place. Not really a lunch spot, but a great date restaurant.
2	neg	train	1. We were seated abruptly. Served in a rush. And the food was bland. No service. No Kind attitude. and the food's presentation was Denny's at its best. I would not even recommend this place to my enemies. Review submitted by: Aaron Bissinger 2. This was the worst dining experience of my life. This is definitely a turn it and burn it place disguised as a nice restaurant. I had not finished my cocktail when our appetizers arrived(acceptable), we had not finished our appetizers when our entrees arrived(still have that drink to boot). My food was less then fair and who serves carrots with sweet potato?? Orange must be in this season. Not to mention I found it very unnerving to have the hostess prowling the floor every 5 seconds making feel like I wasn't eating fast enough. We had paid our bill and I still hadn't finished my martini. The food was crap, the service was crap, but the building is pretty. Both myself and my companion are chefs and we learned how not run our establishment from this sole experience.
1	neg	train	This was the worst experience I have ever had in a restaurant. After we had waited about 45 minutes, we noticed several parties being seated who had come in after we did. When we inquired as to why other parties were being seated before us, she immediately became defensive and argumentative, telling us that it was her mother-in-law and she would always seat her mother-in-law ahead of everybody. She said this was her restaurant and she would run it any way she wanted. If we didn't like it, she said, we should leave. When I attempted to point out that more than one party had been seated ahead of us and one of the parties consisted of four young men (obviously, not one of which could have been her mother-in-law), she called me a liar. Not once did she make any attempt to solve the problem, but instead was extremely rude. Never were we treated with any amount of courtesy and respect. Her attitude was that we were merely customers and might be seated only when she decided that we were worthy of getting a table. She also told us that we hadn't informed the hostess when we arrived that we didn't have a coupon and because we didn't say we didn't have a coupon, they assume we do have a coupon. She further explained that all customers with coupons are seated last. I couldn't quite understand how we were supposed to know to tell them we didn't have a coupon when not only did we not have the coupon but knew nothing about it. The hostess never asked us whether we had this elusive coupon. It was obvious that this manager/owner cares nothing at all about her customers. We didn't bother to stay to eat. We'd been there before and knew the food wasn't worth putting up with that kind of treatment.
2	neg	train	The salad bar had certain foods that were spoiled...my friend had ordered a salad which had moldy tomatos and the waitress was a complete cluts spilling a glass of tomato juice on my fathers hat. The bathrooms were horrible every stall was gross!! Now maybe times have changed but that was a evening we would not forget I know I would never go back there and eat!
1	neg	train	Of the five times I have eaten at Hornblowers, there has been a hair in my food twice! The fact that this occurred in two of five visits indicates to me that it is not an isolated case. Needless to say, I will never dine there again. Lunch service does not always require reservations, but the service is very slow (20 to 45 minutes from order to service). I once attempted dinner: a two-hour wait (I didn't).
3	neg	train	"We went to the ""Muddy Moose"" on our vacation twice. The first time was fine, although it was very drafty. It was nothing to write home about, and I didn't even want to return except that the next day at lunch time, we tried to dine at the restaurant next door to the ""Muddy Moose"" but it was closed until the evening. So we went back a second time. A gentleman sat us at a table next to the kitchen (if we'd been any closer, we would have been IN the kitchen), even though the place was near empty. He asked us if we wanted a booster seat or highchair. I said high chair, but we'd get it ourselves. So I do, and a very rude woman comes over and states that I can't put a high chair in the isle and ""asks"" us if we'd mind moving. I told her if they had straps on their booster seats, I wouldn't mind not using a highchair and sitting where we were, but they didn't. She huffed away, practically running to our new table, then as she passed me, got way too close to me and said, full of attitude, that it was against fire code to put a high chair in the isle and asked me if our new table was okay. Our server was nice, but brought regular Pepsi instead of Diet. They bring ""treats"" out and hand them directly to your child when s/he is done with their children's meal, but don't bother to tell you that they're Oreos. I have a 19 month old and I'm not crazy about her eating sugar, and I have a problem with them not only NOT asking me if it's okay first, but handing them directly to my daughter instead of slipping them to me. That's just a temper tantrum waiting to happen! They had good clam chowder and fried fish and maybe the best fries I've ever had, but because of the above experiences, I wouldn't return. Too much hassle."
1	neg	train	T'his resturant has gone downhill. I do admit it USED to be a great place. Lately the service has been horrible and the food has tasted old. The chips were stale and cold and the food took forever to arrive and when it did it was room temp. I would not recommend this resturant to my worst enemy.
1	neg	train	Service was the worst I have ever experienced in my life. it took them a good 15 minutes just to come over and take our drink order another 15 minutes to get us our drinks and another 10 minutes to come back to take our order. good thing we did not order appetizers. then when they bring us our drinks they did not bring any sugar for our tea, order hot tea for two and they bring these little ity bity hot water container for one plus only one tea bag. once we received our meal not once did the server come back to the table to see how everything was. once he finally returned we had finished our meal and we requested the check, well another 15 minutes go by nothing. had to ask another server to get our check and the manager was never around to ask what was the matter. we will never again go to this place again. and the food had no flavor what so ever. the servers suck and the management sucks....and they left many tables dirty for 30 minutes or more. yuk.........
1	neg	train	I ordered Pepper Steak w/onions and fried rice. The green peppers and onions were pratically raw and the meal was very bland. Not at all what I expected. The fried rice had so much garlic in it that I could not eat it. I told the waitress that I did not like the food and would like something else. She told me that I must pay for both meals if I wanted something else. I declined, waited for my wife and daughter to finish their meals and we left. I will never return to that restaurant again. While I was waiting to leave a customer at the counter had returned to advise the waitress that he did not get egg rolls with his combination meals that he had picked up earlier and the waitress started an argument with the customer! Sadly, the patients are running the asylum!!
1	neg	train	When we arrived we were told that the wait would be a half hour for a table. We decided to wait. the group that came in after us with 15 were seated before my group of 3. We ended up waiting 45 minutes for a table, 15 minutes for a waitress and by that time they had sold out of fish fry's. This was at 8pm on a friday night. It took 30 minutes to get our orders. I do not recommend this restaurant and will be sure to let everyone in the Buffalo, Western New York area know this.
1	neg	train	"I'm not going to review the atmosphere or the entertainment, because I'm sure young children think it's *mildly* exciting to see somebody dive off a waterfall. However, the food was absolutely horrible. I'm amazed this place has been in business since the late 60's/early 70's. I wouldn't give the food to my dog, let alone the poor starving rat living in my garage. After eating one plate of the ""all you can eat"" garbage, I immediatly felt sick to my stomach. It was not a pleasant sensation, and the gurgling taking place deep in my bowels was similar to the effects of drinking a gallon of milk, followed by $8 worth of Taco Bell, and chased with a can of refried beans. Which remindes me, the ""refried beans"" (put in quotes because I'm not sure what they actually were) resembled more of a dry, scaly pile of mud mixed with a little sand, and maybe some cat vomit. Next time, if you're looking for something that's edible for $9.99, feed your cat some popcorn and cheese, wait for it to vomit, and eat that instead."
1	neg	train	I just phoned to make a reservation and the girl at the restaurant who answered was unpolite and very pushy to the point where I just hung up on her. Horrible, before I even stepped foot in the restaurant.
